name,address,latitude,longitude,category,avg_rating,num_of_reviews,price,state,url,main_category
Noah's NY Bagels,"Noah's NY Bagels, 548 Washington Blvd, Marina Del Rey, CA 90292",33.9830982,-118.4597571,"Bagel shop, Bakery, Breakfast restaurant, Cafe, Coffee shop",4.5,267,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ba977c69db17:0xfbc625cb75588946?authuser=-1&hl=en&gl=us,Bagel shop
Pandor Artisan Bakery and Café,"Pandor Artisan Bakery and Café, 1126 Irvine Ave, Newport Beach, CA 92660",33.6291724,-117.9063575,"French restaurant, Bakery, Bistro, Breakfast restaurant, Brunch restaurant, Cafe, Coffee shop, Lunch restaurant, Pastry shop, Sandwich shop",4.6,258,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdfef2332e73b:0x62e54ee5ba7b3a84?authuser=-1&hl=en&gl=us,French restaurant
Bon Vivant Market & Café,"Bon Vivant Market & Café, 3155 Glendale Blvd, Los Angeles, CA 90039",34.1173858,-118.2620112,"American restaurant, Bakery, Bar, French restaurant, Restaurant",4.5,558,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c0db03abaf8d:0xd6c338e8fe0a8fdf?authuser=-1&hl=en&gl=us,American restaurant
Michelina Los Angeles,"Michelina Los Angeles, 6333 W 3rd St, Los Angeles, CA 90036",34.0720077,-118.3606381,Bakery,4.3,58,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b93052e26f1b:0x4dff26681693ff4a?authuser=-1&hl=en&gl=us,Bakery
Pitchoun!,"Pitchoun!, 545 S Olive St, Los Angeles, CA 90013",34.0485296,-118.2539871,"French restaurant, Bakery, Coffee shop, Modern French restaurant, Patisserie, Restaurant, Wine bar",4.4,995,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c7b4c1a69c51:0xfce684209e4812d5?authuser=-1&hl=en&gl=us,French restaurant
Sweet Butter Kitchen,"Sweet Butter Kitchen, 13824 Ventura Blvd, Sherman Oaks, CA 91423",34.1482604,-118.4339486,"American restaurant, Bakery, Breakfast restaurant, Brunch restaurant, Cafe, Caterer, Coffee shop, Lunch restaurant, Restaurant, Wine bar",4.2,558,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2962bff7be123:0xeebb5e3336ff6d0e?authuser=-1&hl=en&gl=us,American restaurant
Panera Bread,"Panera Bread, 10990 Jefferson Blvd, Culver City, CA 90230",33.9978649,-118.3947775,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.0,565,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ba02e96db325:0x25d2d5ad4991203b?authuser=-1&hl=en&gl=us,Cafe
Le Boulanger,"Le Boulanger, 650 Castro St, Mountain View, CA 94041",37.3880871,-122.0827251,"Bakery, Sandwich shop",4.1,347,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fb732c75f8869:0x77342aa0288e033f?authuser=-1&hl=en&gl=us,Bakery
Eddie's Bakery Cafe,"Eddie's Bakery Cafe, 7089 N Cedar Ave, Fresno, CA 93720",36.83858,-119.754686,"Bakery, Cafe, Cake shop, Coffee shop, Lunch restaurant, Wedding bakery",4.4,688,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945d31fae9cdbd:0xbe187e64fd94fda2?authuser=-1&hl=en&gl=us,Bakery
Dunkin',"Dunkin', 225 Broadway Ste 100, San Diego, CA 92101",32.7151883,-117.1624299,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.1,318,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d954a843ae883d:0x605486768c6bbadb?authuser=-1&hl=en&gl=us,Coffee shop
Paris Bakery Cafe,"Paris Bakery Cafe, 1232 Broadway Ave, Seaside, CA 93955",36.6088091,-121.8393437,"Bakery, Wedding bakery",4.3,74,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808de4e5e2596b37:0xb0f74acee88f0898?authuser=-1&hl=en&gl=us,Bakery
85C Bakery Cafe - National City,"85C Bakery Cafe - National City, 1302 E Plaza Blvd Ste 103, National City, CA 91950",32.676575,-117.092414,"Bakery, Cafe, Coffee shop, Dessert shop, Restaurant",4.5,1108,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9523ac377389b:0xb7b772481eb1fa35?authuser=-1&hl=en&gl=us,Bakery
La Central Bakery,"La Central Bakery, 764 W La Habra Blvd, La Habra, CA 90631",33.9317036,-117.9545193,Bakery,4.6,147,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2acc808a6e87:0x3c0979865abbda03?authuser=-1&hl=en&gl=us,Bakery
La Mascota Bakery,"La Mascota Bakery, 2715 Whittier Blvd, Los Angeles, CA 90023",34.0326348,-118.2112697,"Tamale shop, Bakery, Mexican restaurant",4.4,1123,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2c8aa2b9d1239:0x5b08bdf6d948913f?authuser=-1&hl=en&gl=us,Tamale shop
San Antonio Bakery,"San Antonio Bakery, 344 Rosecrans Ave, Compton, CA 90222",33.903144399999995,-118.2291111,Bakery,4.5,437,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cb74b1e78537:0x41b4001c3c055355?authuser=-1&hl=en&gl=us,Bakery
La Villa Bakery,"La Villa Bakery, 4530 E Alondra Blvd, Compton, CA 90221",33.8884685,-118.1917264,Bakery,4.6,57,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2ccbb0303af61:0xb5be3b80c2ccece7?authuser=-1&hl=en&gl=us,Bakery
Solvang Bakery,"Solvang Bakery, 438 Alisal Rd, Solvang, CA 93463",34.59426,-120.138552,Bakery,4.5,468,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e954a196baeb9f:0x2bbeecb2d1d49c3d?authuser=-1&hl=en&gl=us,Bakery
Seafood City,"Seafood City, 6051 Mack Rd, Sacramento, CA 95823",38.475993,-121.431156,"Supermarket, Bakery, Grocery store, Seafood market",4.1,1347,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ac5917f97bedd:0xfc412dcbacda5d3e?authuser=-1&hl=en&gl=us,Supermarket
Bake Mark USA,"Bake Mark USA, 11350 Sunrise Park Dr, Rancho Cordova, CA 95742",38.5929761,-121.2604315,Bakery,4.0,28,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ae7f5cffe485d:0xa8b1380e99740e31?authuser=-1&hl=en&gl=us,Bakery
Le Pain Quotidien,"Le Pain Quotidien, 4719 Commons Way, Calabasas, CA 91302",34.1535449,-118.6445897,"Restaurant, Bakery",4.3,128,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29e6a35c0275b:0xc4ddba5463bafd4e?authuser=-1&hl=en&gl=us,Restaurant
fōnuts studio city,"fōnuts studio city, 12065 Ventura Pl, Studio City, CA 91604",34.1448269,-118.3947751,"Donut shop, Bakery, Pastry shop",4.6,16,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bdcb416f05b7:0xf65709736369c3b?authuser=-1&hl=en&gl=us,Donut shop
Panera Bread,"Panera Bread, 2315 Foothill Blvd, La Verne, CA 91750",34.1124349,-117.7612627,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.3,533,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c32fb62c0b3097:0xe32f78c4db2d9d47?authuser=-1&hl=en&gl=us,Cafe
Dunkin',"Dunkin', 4920 Balboa Blvd, Encino, CA 91316",34.1600318,-118.5008371,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.2,518,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29831a9b66013:0xcb06c1627ba94e7b?authuser=-1&hl=en&gl=us,Coffee shop
Hansen's Cakes,"Hansen's Cakes, Tarzana Showroom, 18432 Ventura Blvd, Tarzana, CA 91356",34.1679917,-118.5347056,Bakery,3.9,28,high,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29907dd3680bb:0xcadc6fecad99de18?authuser=-1&hl=en&gl=us,Bakery
Panera Bread,"Panera Bread, 12131 Ventura Blvd, Studio City, CA 91604",34.143739,-118.396438,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.1,288,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2bdfce50ff7a9:0x142de8534fa4e10e?authuser=-1&hl=en&gl=us,Cafe
Amazon Fresh,"Amazon Fresh, 5101 Lankershim Blvd, North Hollywood, CA 91601",34.1632118,-118.3740437,"Grocery store, Bakery, Grocery delivery service, Supermarket, Wine store",4.1,165,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2956e1f1951fb:0x7c7847c086800dea?authuser=-1&hl=en&gl=us,Grocery store
Boudin SF,"Boudin SF, 3121 Mowry Ave, Fremont, CA 94538",37.554466,-121.98459,"Bakery, Caterer, Restaurant, Sandwich shop",4.3,528,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fc0844a5c6bb1:0xf4aa0cd5df3a47b?authuser=-1&hl=en&gl=us,Bakery
Sasoun Bakery,"Sasoun Bakery, 5114 Santa Monica Blvd, Los Angeles, CA 90029",34.0906179,-118.3010121,Bakery,4.7,128,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2b8aa3f64b465:0x989a7d68c87da301?authuser=-1&hl=en&gl=us,Bakery
Washington Bakery & Restaurant,"Washington Bakery & Restaurant, 733 Washington St, San Francisco, CA 94108",37.795119,-122.406091,"Restaurant, Asian fusion restaurant, Bakery, Cafe, Chinese bakery, Chinese restaurant",3.7,184,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8085808b4c86ee5f:0xfd2e76692a14a0fb?authuser=-1&hl=en&gl=us,Restaurant
Dunkin',"Dunkin', 7203 Van Nuys Blvd, Los Angeles, CA 91405",34.2014062,-118.4490892,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.1,394,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29722f953a2f7:0x694e057a72550087?authuser=-1&hl=en&gl=us,Coffee shop
Coco's Bakery Restaurant,"Coco's Bakery Restaurant, 825 W San Ysidro Blvd, San Ysidro, CA 92173",32.5589435,-117.0601463,"Restaurant, American restaurant, Bakery, Diner, Family restaurant, Traditional American restaurant",4.2,776,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80d9494641320517:0x5f584f2bdb774ca9?authuser=-1&hl=en&gl=us,Restaurant
Marysville Farmer's Marketplace,"Marysville Farmer's Marketplace, 1912 Covillaud St, Marysville, CA 95901",39.1575399,-121.5781733,"Grocery store, Bakery, Deli, Fresh food market, Supermarket",4.3,703,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809b538397034edb:0xb7340ac7b3bf15b7?authuser=-1&hl=en&gl=us,Grocery store
Stater Bros. Markets,"Stater Bros. Markets, 15150 Kensington Park Dr, Tustin, CA 92782",33.7114798,-117.8163973,"Grocery store, Bakery, Butcher shop, Florist, Fresh food market, Meat products, Organic food store, Supermarket",4.8,374,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdc0e31db7ce1:0xb58f5b28f74d441a?authuser=-1&hl=en&gl=us,Grocery store
Corner Bakery,"Corner Bakery, 17575 Harvard Ave Ste A, Irvine, CA 92614",33.6772537,-117.8318127,"Sandwich shop, American restaurant, Bakery, Bistro, Breakfast restaurant, Brunch restaurant, Coffee shop, Dessert restaurant, Salad shop",4.1,484,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcde8018d94f63:0x5f438bead878cebd?authuser=-1&hl=en&gl=us,Sandwich shop
Mimi's Cafe,"Mimi's Cafe, 4030 Barranca Pkwy, Irvine, CA 92604",33.683043999999995,-117.80768,"Bistro, Bakery, Bar, Breakfast restaurant, Brunch restaurant, Cafe, Caterer, French restaurant, Takeout Restaurant, Wine bar",4.1,758,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdc357ca63251:0xdd0b21597c3be905?authuser=-1&hl=en&gl=us,Bistro
Corner Bakery,"Corner Bakery, 20 City Boulevard W Bldg 2 - R4, Orange, CA 92868",33.78301,-117.892426,"Sandwich shop, American restaurant, Bakery, Bistro, Breakfast restaurant, Brunch restaurant, Coffee shop, Dessert restaurant, Salad shop",4.1,654,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd82707e74c97:0x4560a5c2905146af?authuser=-1&hl=en&gl=us,Sandwich shop
Dunkin',"Dunkin', Great Wolf Lodge, 12681 Harbor Blvd, Garden Grove, CA 92840",33.779341599999995,-117.9161506,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",3.7,118,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd802870867d9:0x6d285777adf6866e?authuser=-1&hl=en&gl=us,Coffee shop
Cardenas Market,"Cardenas Market, 11750 Whittier Blvd, Whittier, CA 90602",33.980025999999995,-118.05169,"Supermarket, Bakery, Butcher shop, Caterer, Grocery store, Juice shop, Latin American restaurant, Mexican goods store, Mexican restaurant",4.2,218,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d3f21d1ed28f:0xf9bc50346778bb0b?authuser=-1&hl=en&gl=us,Supermarket
Los Compadres Bakery,"Los Compadres Bakery, 8432 Laurel Ave ste d, Whittier, CA 90605",33.9601048,-118.0292622,Bakery,4.4,146,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d38339f1ebe9:0x95bae7282b83137a?authuser=-1&hl=en&gl=us,Bakery
Chapala Bakery & Cafe,"Chapala Bakery & Cafe, 7303 Greenleaf Ave, Whittier, CA 90602",33.9752084,-118.0376505,Bakery,4.2,28,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d3b6287459a5:0xa6b9b619c672d151?authuser=-1&hl=en&gl=us,Bakery
Dunkin',"Dunkin', 14215 Whittier Blvd, Whittier, CA 90605",33.9565523,-118.0204741,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.1,448,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d37e4b5fa4bd:0x74051508cfbb69f0?authuser=-1&hl=en&gl=us,Coffee shop
Mimi's Cafe,"Mimi's Cafe, 7660 N Blackstone Ave, Fresno, CA 93720",36.847767,-119.79036,"Bistro, Bakery, Bar, Breakfast restaurant, Brunch restaurant, Cafe, Caterer, French restaurant, Takeout Restaurant, Wine bar",4.1,824,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x8094681d83ada4e5:0x5f88d6629c4b166a?authuser=-1&hl=en&gl=us,Bistro
Jantz Cafe & Bakery,"Jantz Cafe & Bakery, 3361 G St, Merced, CA 95340",37.324962,-120.470101,"Cafe, Bakery, Restaurant",4.6,588,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809143b9d91185c7:0xe02d08bb891eec9a?authuser=-1&hl=en&gl=us,Cafe
Cardenas Markets,"Cardenas Markets, 1612 Crows Landing Rd, Modesto, CA 95358",37.6064961,-120.9925612,"Supermarket, Bakery, Butcher shop, Caterer, Grocery store, Juice shop, Latin American restaurant, Mexican goods store, Mexican restaurant",3.7,1016,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809053612ad5a42b:0xaeb7970f0b1cc1d8?authuser=-1&hl=en&gl=us,Supermarket
Draeger's Markets,"Draeger's Markets, 4100 Blackhawk Plaza Cir, Danville, CA 94506",37.8012097,-121.9187954,"Grocery store, Bakery, Butcher shop, Deli, Florist, Home goods store, Organic food store, Produce market, Supermarket, Wine store",4.5,228,high,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808ff2374c065f91:0x2515ed40e65337c0?authuser=-1&hl=en&gl=us,Grocery store
Jimenez Mexican Bakery,"Jimenez Mexican Bakery, 1564 Orange St, Redlands, CA 92374",34.076284,-117.181653,Bakery,4.4,198,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcaa7c8a88b707:0x78fd2ef3fd6d065b?authuser=-1&hl=en&gl=us,Bakery
Champagne French Bakery Café Northpark,"Champagne French Bakery Café Northpark, 3901 Irvine Blvd, Irvine, CA 92602",33.723379,-117.773278,"Cafe, Bakery, Brunch restaurant, Caterer, Dessert restaurant",4.0,188,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdc85359953d3:0xec6c070bb56f2628?authuser=-1&hl=en&gl=us,Cafe
Arizmendi Bakery,"Arizmendi Bakery, 1272 Valencia St, San Francisco, CA 94110",37.7525761,-122.4209225,Bakery,4.8,918,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808f7e4081fd74db:0xa387dff5515cf0af?authuser=-1&hl=en&gl=us,Bakery
Mahoroba Japanese Bakery,"Mahoroba Japanese Bakery, 4900 Freeport Blvd, Sacramento, CA 95822",38.5300632,-121.4959062,Bakery,4.8,476,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ad1b44a69cb33:0x10b2c4ce648e0ba4?authuser=-1&hl=en&gl=us,Bakery
Palo Alto Baking Company,"Palo Alto Baking Company, 366 California Ave, Palo Alto, CA 94306",37.4268281,-122.1447141,Bakery,3.9,85,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fbae5940a7f33:0x4ec0f107aa515aad?authuser=-1&hl=en&gl=us,Bakery
Marie Callender's Restaurant & Bakery,"Marie Callender's Restaurant & Bakery, 3117 E Garvey Ave N, West Covina, CA 91791",34.0728453,-117.8781365,"Restaurant, American restaurant, Bakery, Breakfast restaurant, Family restaurant, Takeout Restaurant, Pie shop",4.1,678,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c32900a052d7a7:0x6da93d7c11a09838?authuser=-1&hl=en&gl=us,Restaurant
Dunkin',"Dunkin', 9601 Greenback Ln, Folsom, CA 95630",38.678175,-121.1954403,"Coffee shop, Bagel shop, Bakery, Breakfast restaurant, Donut shop, Fast food restaurant, Takeout Restaurant",4.1,503,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x809ae135de4ae27d:0x738f93fad2ae51b9?authuser=-1&hl=en&gl=us,Coffee shop
Tony's Bakery,"Tony's Bakery, 14354 Olive St UNIT 9, Baldwin Park, CA 91706",34.0993459,-117.9613942,Bakery,4.4,8,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d9b5c0b0fe61:0x6edfd6399ea816a7?authuser=-1&hl=en&gl=us,Bakery
Paris Baguette,"Paris Baguette, 21050 Golden Springs Dr #C-105, Diamond Bar, CA 91789",33.9983822,-117.8455676,Bakery,4.4,158,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c32b76fe3a0647:0x6ed986e5763c737d?authuser=-1&hl=en&gl=us,Bakery
Mexican Bakery,"Mexican Bakery, 13914 Francisquito Ave, Baldwin Park, CA 91706",34.0668486,-117.9727242,Bakery,4.3,95,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2d709eed28afb:0x62733914aa5df78c?authuser=-1&hl=en&gl=us,Bakery
Mimi's Cafe,"Mimi's Cafe, 2230 Griffin Way, Corona, CA 92879",33.887333,-117.51822,"Bistro, Bakery, Bar, Breakfast restaurant, Brunch restaurant, Cafe, Caterer, French restaurant, Takeout Restaurant, Wine bar",4.2,732,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcb790e30cf183:0x9e2e8a0fc0e0737d?authuser=-1&hl=en&gl=us,Bistro
La Reina Markets,"La Reina Markets, 909 N Tustin St, Orange, CA 92867",33.802468,-117.835074,"Mexican grocery store, Bakery, Butcher shop, Produce market",4.3,248,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd75443d311a1:0x52d82c2b62371ea3?authuser=-1&hl=en&gl=us,Mexican grocery store
Carmel Bakery,"Carmel Bakery, Ocean Ave, Carmel-By-The-Sea, CA 93923",36.5548994,-121.9231938,Bakery,4.3,1048,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808de6154f24ed01:0x6e0a9ba6cc905ffe?authuser=-1&hl=en&gl=us,Bakery
J Sweet Bakery,"J Sweet Bakery, 5408 Walnut Ave D, Irvine, CA 92604",33.6894868,-117.7694662,Bakery,4.2,48,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdd1d3e37cc53:0x60dae67bd3055a8d?authuser=-1&hl=en&gl=us,Bakery
Panera Bread,"Panera Bread, 6372 Irvine Blvd, Irvine, CA 92620",33.6975147,-117.7410339,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",3.5,284,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcdcd5af0f2767:0xa8369f23f6aa9852?authuser=-1&hl=en&gl=us,Cafe
Cinnabon,"Cinnabon, 2152 Brea Mall, Brea, CA 92821",33.9157783,-117.885965,"Bakery, Coffee shop, Pastry shop",4.0,28,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dcd50425295883:0x1dcec582c4a14b15?authuser=-1&hl=en&gl=us,Bakery
El Rosal Bakery,"El Rosal Bakery, 21513 E Cliff Dr, Santa Cruz, CA 95062",36.9641398,-121.9897091,Bakery,4.5,208,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808e154a569205eb:0xdf8840bfcd234a97?authuser=-1&hl=en&gl=us,Bakery
Marie Callender's Restaurant & Bakery,"Marie Callender's Restaurant & Bakery, 7860 E Florence Ave, Downey, CA 90240",33.954636,-118.132574,"American restaurant, Bakery, Breakfast restaurant, Family restaurant, Takeout Restaurant, Pie shop",3.9,394,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c2cdebaca1bbcf:0xc712f92d2bc32709?authuser=-1&hl=en&gl=us,American restaurant
Papillon International Bakery,"Papillon International Bakery, 17305 Roscoe Blvd, Northridge, CA 91325",34.2212953,-118.5101146,Bakery,4.5,238,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80c29a3e043a4e01:0x3a71d6be07f2134f?authuser=-1&hl=en&gl=us,Bakery
Paris Baguette,"Paris Baguette, 249 W Calaveras Blvd, Milpitas, CA 95035",37.4280806,-121.9114528,"Bakery, Cafe, Cake shop, Pastry shop, Sandwich shop",4.2,518,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fc9284b7e5013:0x59665e61879e5a95?authuser=-1&hl=en&gl=us,Bakery
Modern Grub,"Modern Grub, 1100 Calloway Dr STE 100, Bakersfield, CA 93312",35.367522,-119.1103036,"Health food restaurant, Bakery, Gluten-free restaurant, Delivery Restaurant",4.4,38,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80ea43bf5b200bb9:0xeafa54905934a68c?authuser=-1&hl=en&gl=us,Health food restaurant
Sequoia Sandwich Co.,"Sequoia Sandwich Co., 765 Herndon Ave, Clovis, CA 93612",36.8383333,-119.7275,"Sandwich shop, American restaurant, Bakery, Deli, Fast food restaurant, Takeout Restaurant",4.4,398,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80945cc46cac5a63:0xc764f149303891b7?authuser=-1&hl=en&gl=us,Sandwich shop
Panera Bread,"Panera Bread, 4910 Telephone Rd, Ventura, CA 93003",34.263048999999995,-119.226398,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.1,324,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80e84d538a1b55b7:0x633a69eb42375b9d?authuser=-1&hl=en&gl=us,Cafe
Lucky,"Lucky, 1750 Fulton St, San Francisco, CA 94117",37.776189,-122.445784,"Supermarket, ATM, Bakery",4.0,648,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808580b328cf1609:0x379b97b6e6c4d0a1?authuser=-1&hl=en&gl=us,Supermarket
WinCo Foods,"WinCo Foods, 3400 E South St, Lakewood, CA 90805",33.858822,-118.15217,"Supermarket, Bakery, Butcher shop, Deli, Discount supermarket, Grocery store, Natural goods store, Produce market, Seafood market",4.6,2561,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd32e41a0c3745:0xf357e3b8a5d9ec7f?authuser=-1&hl=en&gl=us,Supermarket
La Plaza Bakery,"La Plaza Bakery, 33 3rd St, Gonzales, CA 93926",36.506755,-121.443493,"Mexican restaurant, Bakery",4.3,268,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80926d5f23b868eb:0x3398d16246d7be7c?authuser=-1&hl=en&gl=us,Mexican restaurant
Cake Express,"Cake Express, 1292 N Main St, Salinas, CA 93906",36.7014023,-121.6519097,Bakery,4.4,48,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808dff3631a11f09:0x6222e372d0a20f73?authuser=-1&hl=en&gl=us,Bakery
Panera Bread,"Panera Bread, 20807 Stevens Creek Blvd #100, Cupertino, CA 95014",37.3232102,-122.0380568,"Cafe, Bakery, Breakfast restaurant, Caterer, Coffee shop, Delivery service, Takeout Restaurant, Salad shop, Sandwich shop, Soup restaurant",4.2,502,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x808fb5ad5465805d:0x9c17513cb2611cfc?authuser=-1&hl=en&gl=us,Cafe
PiQ Berkeley,"PiQ Berkeley, 91 Shattuck Ave, Berkeley, CA 94704",37.8712889,-122.2680778,"Bakery, Italian restaurant, Pizza restaurant",4.4,268,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80857e9e7dea5947:0x67bb26f229ac728d?authuser=-1&hl=en&gl=us,Bakery
WinCo Foods,"WinCo Foods, 555 Grand Ave, San Marcos, CA 92078",33.135303,-117.1765766,"Supermarket, Bakery, Butcher shop, Deli, Discount supermarket, Grocery store, Natural goods store, Produce market, Seafood market",4.7,1188,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dc75565f575747:0xe8933a63b2d6d352?authuser=-1&hl=en&gl=us,Supermarket
Su Pan Bakery,"Su Pan Bakery, 462 W Mission Rd UNIT 136, San Marcos, CA 92069",33.1448198,-117.1707375,Bakery,4.5,198,low,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80db8aa6d7c47e89:0xf99278577f67600a?authuser=-1&hl=en&gl=us,Bakery
Watermill Rice Cake,"Watermill Rice Cake, 6152 Beach Blvd, Buena Park, CA 90621",33.8711002,-117.9980371,Bakery,4.1,68,medium,unknown,https://www.google.com/maps/place//data=!4m2!3m1!1s0x80dd2b979f184d49:0xe7fc60424a27fab3?authuser=-1&hl=en&gl=us,Bakery
